incident_time,city,location_type,longitude,latitude,subcategory,category,gender,age,attitude,notes
2021-11-05 09:41:00,Kafr Qara,public,35.2709594,32.813762,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 10:12:00,Kafr Qara,public,35.2709594,32.813762,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 10:39:00,Kafr Qara,public,35.2709594,32.813762,mask,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 11:10:00,Kafr Qara,public,35.2709594,32.813762,cup,wrappers,male,20-29,positive,
2021-11-05 11:49:00,Kafr Qara,public,35.2709594,32.813762,tincan,liquid containers,female,10-19,positive,
2021-11-05 12:24:00,Kafr Qara,public,35.2709594,32.813762,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 13:04:00,Kafr Qara,public,35.2709594,32.813762,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 09:30:00,Kafr Qara,residential,35.2708711,32.8136235,bag,wrappers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-11-05 10:41:00,Kafr Qara,residential,35.2708711,32.8136235,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 11:03:00,Kafr Qara,residential,35.2708711,32.8136235,bag,wrappers,female,10-19,negative,ילד שהשליך פריט לכלוך
2021-11-05 11:36:00,Kafr Qara,residential,35.2708711,32.8136235,box,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 12:17:00,Kafr Qara,residential,35.2708711,32.8136235,bag,wrappers,female,30-49,positive,
2021-11-05 12:32:00,Kafr Qara,residential,35.2708711,32.8136235,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 12:49:00,Kafr Qara,residential,35.2708711,32.8136235,cigarette,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 13:20:00,Kafr Qara,residential,35.2709187,32.8134938,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 13:46:00,Kafr Qara,residential,35.2709187,32.8134938,tincan,liquid containers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-11-05 14:07:00,Kafr Qara,residential,35.2709187,32.8134938,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 14:19:00,Kafr Qara,residential,35.2709187,32.8134938,bag,wrappers,female,5-9,negative,ילד שהשליך פריט לכלוך
2021-11-05 15:19:00,Kafr Qara,residential,35.2709187,32.8134938,paper,biodegradables,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 15:53:00,Kafr Qara,residential,35.2709187,32.8134938,tincan,liquid containers,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 16:12:00,Kafr Qara,residential,35.2709187,32.8134938,bag,wrappers,male,30-49,positive,
2021-11-05 16:29:00,Kafr Qara,residential,35.2709187,32.8134938,mask,misc,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-05 16:56:00,Kafr Qara,residential,35.2709187,32.8134938,cup,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 13:52:00,Rahat,public,34.7466278,31.3936842,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 13:58:00,Rahat,public,34.7466278,31.3936842,bottle,liquid containers,male,10-19,negative,ילד שנתן פריט לכלוך להורה וההורה השליך את פריט הלכלוך
2021-11-07 14:06:00,Rahat,public,34.7466278,31.3936842,cigarette filter,cigarettes,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 14:16:00,Rahat,public,34.7466278,31.3936842,cup,wrappers,male,20-29,negative,ילד שהשליך פריט לכלוך
2021-11-07 14:24:00,Rahat,public,34.7466278,31.3936842,bag,wrappers,female,5-9,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 15:18:00,Rahat,public,34.7466278,31.3936842,cigarette filter,cigarettes,male,30-49,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-07 15:21:00,Rahat,public,34.7466278,31.3936842,cup,wrappers,male,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 14:32:00,Rahat,public,34.7466278,31.3936842,bag,wrappers,female,20-29,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-11-07 14:35:00,Rahat,public,34.7466278,31.3936842,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 14:49:00,Rahat,public,34.7466278,31.3936842,bag,wrappers,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 14:52:00,Rahat,public,34.7466278,31.3936842,snack,misc,female,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 14:56:00,Rahat,public,34.7466278,31.3936842,mask,misc,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 15:01:00,Rahat,public,34.7466278,31.3936842,bottle,liquid containers,male,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 15:04:00,Rahat,public,34.7466278,31.3936842,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 15:08:00,Rahat,public,34.7466278,31.3936842,tincan,liquid containers,female,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 15:12:00,Rahat,public,34.7466278,31.3936842,mask,misc,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 15:57:00,Rahat,commercial,34.7620114,31.3952721,cigarette filter,cigarettes,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 16:09:00,Rahat,commercial,34.7620114,31.3952721,package,wrappers,male,20-29,positive,
2021-11-07 16:16:00,Rahat,commercial,34.7620114,31.3952721,mask,misc,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 16:22:00,Rahat,commercial,34.7620114,31.3952721,tincan,liquid containers,male,10-19,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-11-07 16:25:00,Rahat,commercial,34.7620114,31.3952721,snack,misc,female,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 17:29:00,Rahat,commercial,34.7620114,31.3952721,package,wrappers,male,30-49,negative,אחר (יש לפרט את התיאור המתאים בהערות)
2021-11-07 17:34:00,Rahat,commercial,34.7620114,31.3952721,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 16:31:00,Rahat,commercial,34.7620114,31.3952721,package,wrappers,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 16:37:00,Rahat,commercial,34.7620114,31.3952721,bag,wrappers,male,50-69,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 16:55:00,Rahat,commercial,34.7620114,31.3952721,paper,biodegradables,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 17:05:00,Rahat,commercial,34.7620114,31.3952721,snack,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 17:14:00,Rahat,commercial,34.7620114,31.3952721,bottle,liquid containers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 17:17:00,Rahat,commercial,34.7620114,31.3952721,other,misc,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 17:21:00,Rahat,commercial,34.7620114,31.3952721,mask,misc,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 17:25:00,Rahat,commercial,34.7620114,31.3952721,bag,wrappers,male,5-9,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 18:08:00,Rahat,commercial,34.7579921,31.3966769,paper,biodegradables,female,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 18:13:00,Rahat,commercial,34.7579921,31.3966769,bag,wrappers,female,5-9,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 18:20:00,Rahat,commercial,34.7579921,31.3966769,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 18:23:00,Rahat,commercial,34.7579921,31.3966769,box,wrappers,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 19:11:00,Rahat,commercial,34.7579921,31.3966769,snack,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 19:14:00,Rahat,commercial,34.7579921,31.3966769,cigarette,cigarettes,male,30-49,negative,אחר (יש לפרט את התיאור המתאים בהערות)
2021-11-07 18:26:00,Rahat,commercial,34.7579921,31.3966769,tincan,liquid containers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 18:29:00,Rahat,commercial,34.7579921,31.3966769,package,wrappers,female,5-9,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 18:40:00,Rahat,commercial,34.7579921,31.3966769,mask,misc,female,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 18:43:00,Rahat,commercial,34.7579921,31.3966769,cup,wrappers,male,30-49,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-11-07 18:55:00,Rahat,commercial,34.7579921,31.3966769,mask,misc,female,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 18:57:00,Rahat,commercial,34.7579921,31.3966769,paper,biodegradables,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 18:59:00,Rahat,commercial,34.7579921,31.3966769,bottle,liquid containers,female,20-29,positive,
2021-11-07 19:02:00,Rahat,commercial,34.7579921,31.3966769,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-07 19:05:00,Rahat,commercial,34.7579921,31.3966769,cigarette filter,cigarettes,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-07 19:08:00,Rahat,commercial,34.7579921,31.3966769,package,wrappers,male,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 07:50:00,Rahat,residential,34.7645735,31.398967,package,wrappers,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 07:56:00,Rahat,residential,34.7645735,31.398967,bag,wrappers,female,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 07:58:00,Rahat,residential,34.7645735,31.398967,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:03:00,Rahat,residential,34.7645735,31.398967,cup,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:08:00,Rahat,residential,34.7645735,31.398967,bag,wrappers,female,20-29,positive,
2021-11-08 08:56:00,Rahat,residential,34.7645735,31.398967,paper,biodegradables,female,20-29,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-11-08 08:57:00,Rahat,residential,34.7645735,31.398967,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:12:00,Rahat,residential,34.7645735,31.398967,mask,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:16:00,Rahat,residential,34.7645735,31.398967,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:32:00,Rahat,residential,34.7645735,31.398967,snack,misc,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:40:00,Rahat,residential,34.7645735,31.398967,mask,misc,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:43:00,Rahat,residential,34.7645735,31.398967,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:45:00,Rahat,residential,34.7645735,31.398967,package,wrappers,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:46:00,Rahat,residential,34.7645735,31.398967,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 08:48:00,Rahat,residential,34.7645735,31.398967,bag,wrappers,female,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 08:52:00,Rahat,residential,34.7645735,31.398967,bag,wrappers,female,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 08:54:00,Rahat,residential,34.7645735,31.398967,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 10:31:00,Rahat,industrial,34.7768,31.394523,mask,misc,female,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 10:35:00,Rahat,industrial,34.7768,31.394523,other,misc,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 10:43:00,Rahat,industrial,34.7768,31.394523,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 10:46:00,Rahat,industrial,34.7768,31.394523,package,wrappers,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 10:48:00,Rahat,industrial,34.7768,31.394523,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 11:42:00,Rahat,industrial,34.7768,31.394523,bottle,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 10:50:00,Rahat,industrial,34.7768,31.394523,bag,wrappers,male,20-29,positive,
2021-11-08 10:52:00,Rahat,industrial,34.7768,31.394523,cigarette filter,cigarettes,male,30-49,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-08 11:00:00,Rahat,industrial,34.7768,31.394523,package,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 11:02:00,Rahat,industrial,34.7768,31.394523,mask,misc,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 11:26:00,Rahat,industrial,34.7768,31.394523,cigarette filter,cigarettes,male,20-29,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-08 11:32:00,Rahat,industrial,34.7768,31.394523,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 11:36:00,Rahat,industrial,34.7768,31.394523,cigarette filter,cigarettes,male,50-69,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-08 13:09:00,Rahat,public,34.7440669,31.3809454,mask,misc,male,20-29,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-08 13:11:00,Rahat,public,34.7440669,31.3809454,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 13:19:00,Rahat,public,34.7440669,31.3809454,cup,wrappers,female,20-29,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-08 13:23:00,Rahat,public,34.7440669,31.3809454,cigarette filter,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 13:26:00,Rahat,public,34.7440669,31.3809454,snack,misc,female,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 14:15:00,Rahat,public,34.7440669,31.3809454,bag,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 13:42:00,Rahat,public,34.7440669,31.3809454,cup,wrappers,male,30-49,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-08 13:47:00,Rahat,public,34.7440669,31.3809454,mask,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 13:55:00,Rahat,public,34.7440669,31.3809454,snack,misc,female,10-19,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-11-08 13:59:00,Rahat,public,34.7440669,31.3809454,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 14:06:00,Rahat,public,34.7440669,31.3809454,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 15:14:00,Rahat,commercial,34.7424077,31.3887321,package,wrappers,male,30-49,negative,אחר (יש לפרט את התיאור המתאים בהערות)
2021-11-08 15:21:00,Rahat,commercial,34.7424077,31.3887321,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 15:25:00,Rahat,commercial,34.7424077,31.3887321,box,wrappers,male,30-49,positive,
2021-11-08 15:29:00,Rahat,commercial,34.7424077,31.3887321,mask,misc,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 15:34:00,Rahat,commercial,34.7424077,31.3887321,cup,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 16:18:00,Rahat,commercial,34.7424077,31.3887321,package,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 16:20:00,Rahat,commercial,34.7424077,31.3887321,box,wrappers,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 15:37:00,Rahat,commercial,34.7424077,31.3887321,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 15:50:00,Rahat,commercial,34.7424077,31.3887321,snack,misc,female,10-19,negative,ילד שהשליך פריט לכלוך
2021-11-08 15:57:00,Rahat,commercial,34.7424077,31.3887321,other,misc,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 16:00:00,Rahat,commercial,34.7424077,31.3887321,mask,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 16:02:00,Rahat,commercial,34.7424077,31.3887321,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 16:14:00,Rahat,commercial,34.7424077,31.3887321,bottle,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 16:55:00,Rahat,leisure,34.7552921,31.3964422,bag,wrappers,male,5-9,negative,ילד עומד בתור למתקן משחקים והשליך את הפסולת (לא רצה לצאת מהתור)
2021-11-08 16:57:00,Rahat,leisure,34.7552921,31.3964422,bottle,liquid containers,female,20-29,positive,
2021-11-08 17:00:00,Rahat,leisure,34.7552921,31.3964422,snack,misc,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 17:41:00,Rahat,leisure,34.7552921,31.3964422,cup,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 17:45:00,Rahat,leisure,34.7552921,31.3964422,cup,wrappers,male,30-49,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-11-08 17:22:00,Rahat,leisure,34.7552921,31.3964422,bag,wrappers,male,5-9,negative,ילד עומד בתור למתקן משחקים והשליך את הפסולת (לא רצה לצאת מהתור)
2021-11-08 17:24:00,Rahat,leisure,34.7552921,31.3964422,other,misc,female,5-9,negative,ילד עומד בתור למתקן משחקים והשליך את הפסולת (לא רצה לצאת מהתור)
2021-11-08 17:28:00,Rahat,leisure,34.7552921,31.3964422,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 17:31:00,Rahat,leisure,34.7552921,31.3964422,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 17:33:00,Rahat,leisure,34.7552921,31.3964422,bottle,liquid containers,female,5-9,negative,ילד עומד בתור למתקן משחקים והשליך את הפסולת (לא רצה לצאת מהתור)
2021-11-08 17:36:00,Rahat,leisure,34.7552921,31.3964422,other,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 17:38:00,Rahat,leisure,34.7552921,31.3964422,bag,wrappers,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:21:00,Rahat,commercial,34.7763233,31.3832671,package,wrappers,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 18:24:00,Rahat,commercial,34.7763233,31.3832671,bag,wrappers,male,30-49,negative,הפח היה מלא
2021-11-08 18:26:00,Rahat,commercial,34.7763233,31.3832671,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:28:00,Rahat,commercial,34.7763233,31.3832671,mask,misc,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:30:00,Rahat,commercial,34.7763233,31.3832671,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:59:00,Rahat,commercial,34.7763233,31.3832671,box,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 19:02:00,Rahat,commercial,34.7763233,31.3832671,cup,wrappers,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:31:00,Rahat,commercial,34.7763233,31.3832671,cigarette filter,cigarettes,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:33:00,Rahat,commercial,34.7763233,31.3832671,bottle,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:40:00,Rahat,commercial,34.7763233,31.3832671,package,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 18:41:00,Rahat,commercial,34.7763233,31.3832671,mask,misc,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:43:00,Rahat,commercial,34.7763233,31.3832671,bottle,liquid containers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 18:45:00,Rahat,commercial,34.7763233,31.3832671,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:47:00,Rahat,commercial,34.7763233,31.3832671,bag,wrappers,male,20-29,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-11-08 18:50:00,Rahat,commercial,34.7763233,31.3832671,tincan,liquid containers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:52:00,Rahat,commercial,34.7763233,31.3832671,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-08 18:54:00,Rahat,commercial,34.7763233,31.3832671,package,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-08 18:57:00,Rahat,commercial,34.7763233,31.3832671,other,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:36:00,Rahat,residential,34.728322,31.3864739,cup,wrappers,female,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:38:00,Rahat,residential,34.728322,31.3864739,snack,misc,female,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:41:00,Rahat,residential,34.728322,31.3864739,bag,wrappers,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:24:00,Rahat,residential,34.728322,31.3864739,cup,wrappers,female,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:28:00,Rahat,residential,34.728322,31.3864739,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:44:00,Rahat,residential,34.728322,31.3864739,cup,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:46:00,Rahat,residential,34.728322,31.3864739,other,misc,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:51:00,Rahat,residential,34.728322,31.3864739,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:53:00,Rahat,residential,34.728322,31.3864739,mask,misc,male,5-9,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-11-09 07:55:00,Rahat,residential,34.728322,31.3864739,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:57:00,Rahat,residential,34.728322,31.3864739,bag,wrappers,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 07:59:00,Rahat,residential,34.728322,31.3864739,paper,biodegradables,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:02:00,Rahat,residential,34.728322,31.3864739,package,wrappers,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:10:00,Rahat,residential,34.728322,31.3864739,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:16:00,Rahat,residential,34.728322,31.3864739,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:21:00,Rahat,residential,34.728322,31.3864739,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:55:00,Rahat,commercial,34.7599895,31.3957994,mask,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 08:57:00,Rahat,commercial,34.7599895,31.3957994,cigarette filter,cigarettes,male,20-29,negative,
2021-11-09 09:00:00,Rahat,commercial,34.7599895,31.3957994,cup,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-09 09:03:00,Rahat,commercial,34.7599895,31.3957994,box,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 09:05:00,Rahat,commercial,34.7599895,31.3957994,bottle,liquid containers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-09 09:38:00,Rahat,commercial,34.7599895,31.3957994,mask,misc,female,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-09 09:08:00,Rahat,commercial,34.7599895,31.3957994,cup,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-09 09:19:00,Rahat,commercial,34.7599895,31.3957994,package,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-11-09 09:21:00,Rahat,commercial,34.7599895,31.3957994,cup,wrappers,female,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-11-09 09:23:00,Rahat,commercial,34.7599895,31.3957994,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
